deactivated_id,name,correction_reason
5117,Sun Rise Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Sun Rise Lodge and Restaurant"" (id 2921) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5116,Snowland Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Snowland Lodge and Restaurant"" (id 2920) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5114,Sangrila Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Sangrila Guest House"" (id 2918) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5113,Panorama Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Panorama Guest House"" (id 2917) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5111,New Chhomrong Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""New Chhomrong Guest House and Restaurant"" (id 2916) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5110,Monalisha Lodge (Moonlight),"Consolidation round 2026-09-21: duplicates Hotel record ""Monalisha Lodge (Moonlight)"" (id 2915) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5109,Maya Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Maya Guest House and Restaurant"" (id 2914) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5107,Lucky Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Lucky Guest House and Restaurant"" (id 2913) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5106,Hotel Laligurans,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Laligurans"" (id 2912) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5105,Kimrong Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Kimrong Guest House"" (id 2911) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5104,Hotel Rest Camp and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Rest Camp and Restaurant"" (id 2910) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5101,Hungry Eye Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hungry Eye Lodge and Restaurant"" (id 2907) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5100,Hotel Tibet Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Tibet Guest House and Restaurant"" (id 2906) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5099,Hotel Sherpa and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Sherpa and Restaurant"" (id 2905) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5098,Hotel Sherpa,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Sherpa"" (id 2904) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5097,Hotel River Side and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel River Side and Restaurant"" (id 2903) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5096,Hotel Mount Travel and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Mount Travel and Restaurant"" (id 2902) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5095,Hotel Machhapuchhre Samjhana & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Machhapuchhre Samjhana & Restaurant"" (id 2901) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5094,Hotel Lali Gurans Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Lali Gurans Restaurant"" (id 2900) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5093,Hotel Hungry Eye and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Hungry Eye and Restaurant"" (id 2899) ~2 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5092,Hotel Gurans & Devkota Camping Place,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Gurans & Devkota Camping Place"" (id 2898) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5091,Hotel Forest Camp and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Forest Camp and Restaurant"" (id 2897) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5090,Honest Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Honest Lodge and Restaurant"" (id 2896) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5089,Hiunchuli Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hiunchuli Lodge and Restaurant"" (id 2895) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5086,Heaven View Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Heaven View Guest House and Restaurant"" (id 2894) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5085,Green View Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Green View Guest House and Restaurant"" (id 2893) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5084,Ghandruk Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Ghandruk Guest House and Restaurant"" (id 2676) ~16 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5082,Excellent View Top Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Excellent View Top Lodge and Restaurant"" (id 2892) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5081,Ex Captain Lali Gurans Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Ex Captain Lali Gurans Guest House"" (id 2891) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5080,Elysium Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Elysium Guest House"" (id 2890) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5079,Chomrong Mountain View Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Chomrong Mountain View Lodge and Restaurant"" (id 2889) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5078,Chomrong Cottage,"Consolidation round 2026-09-21: duplicates Hotel record ""Chomrong Cottage"" (id 2888) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5077,Australian Camp Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Australian Camp Guest House and Restaurant"" (id 2887) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5076,Angel's Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Angel's Guest House and Restaurant"" (id 2886) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5074,Hotel Silver Home,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Silver Home"" (id 3369) ~54 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5073,Annapurna Guesthouse and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Annapurna Guesthouse and Restaurant"" (id 2885) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5072,Hotel Vacation Home & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Vacation Home & Restaurant"" (id 2884) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5071,Fishtail Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Fishtail Guest House and Restaurant"" (id 2883) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5070,Trekkers Inn Lodge and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Trekkers Inn Lodge and Restaurant"" (id 2882) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5068,Nabin Tanbee Restaurant and Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Nabin Tanbee Restaurant and Guest House"" (id 1669) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5063,Dream Nepal Hotel and Apartment,"Consolidation round 2026-09-21: duplicates Hotel record ""Dream Nepal Hotel and Apartment"" (id 3771) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5062,Chill Out Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Chill Out Resort"" (id 3770) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5061,Hotel Siddhartha Gautam,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Siddhartha Gautam"" (id 3769) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5059,Rameshwar temple,"Consolidation round 2026-09-21: duplicate of destination ""Rameshwar temple"" (id 5058) ~7 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5057,Summit Holiday Home Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Summit Holiday Home Hotel"" (id 3768) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5056,Royal Penguin Boutique Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Royal Penguin Boutique Hotel"" (id 3767) ~2 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5054,Kathmandu Boutique Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Kathmandu Boutique Hotel"" (id 3766) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5052,Hotel Lai Lai,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Lai Lai"" (id 3765) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5051,Royal Penguin Boutique Hotel Pvt. Ltd,"Consolidation round 2026-09-21: duplicates Hotel record ""Royal Penguin Boutique Hotel Pvt. Ltd"" (id 3764) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5044,Hotel Pashupati Darshan,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Pashupati Darshan"" (id 3763) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5037,Narayanhiti Palace Museum,"Consolidation round 2026-09-21: duplicate of destination ""Narayanhiti Palace Museum"" (id 4900) ~7 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5033,Mi Casa Hotel in Nepal,"Consolidation round 2026-09-21: duplicates Hotel record ""Mi Casa Hotel in Nepal"" (id 3759) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5032,Hotel Tradition,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Tradition"" (id 3758) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5031,Festoon Hotel Pvt. Ltd,"Consolidation round 2026-09-21: duplicates Hotel record ""Festoon Hotel Pvt. Ltd"" (id 3752) ~45 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5030,Hotel Blue Horizon,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Blue Horizon"" (id 3757) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5028,Kathmandu Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Kathmandu Guest House"" (id 3485) ~79 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5027,Hotel Florid,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Florid"" (id 3755) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5025,Hotel Lucky Star,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Lucky Star"" (id 3754) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5023,Festoon Hotel Pvt. Ltd,"Consolidation round 2026-09-21: duplicates Hotel record ""Festoon Hotel Pvt. Ltd"" (id 3752) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5022,Avataar Kathmandu Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Avataar Kathmandu Hotel"" (id 3751) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5021,Shree Tibet Family Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Shree Tibet Family Guest House"" (id 3750) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5020,Courtyard Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Courtyard Hotel"" (id 3749) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5019,Hotel ACME,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel ACME"" (id 3748) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5015,Hotel Dudhpokhari & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Dudhpokhari & Lodge"" (id 3746) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5014,Hotel Aangan,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Aangan"" (id 3745) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5013,Hotel Majesty,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Majesty"" (id 3744) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5012,The Himanchal Lodge & Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""The Himanchal Lodge & Hotel"" (id 3743) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5011,Hotel Krishna Palace,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Krishna Palace"" (id 3742) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5010,Hotel Mount Dhaulagiri,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Mount Dhaulagiri"" (id 3741) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5009,New Namaste Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""New Namaste Guest House"" (id 3740) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5008,Hotel Isan,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Isan"" (id 3739) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5007,Hotel Central Park,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Central Park"" (id 3738) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5005,Hotel U and I,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel U and I"" (id 2881) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5002,Mount Kailash Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Mount Kailash Resort"" (id 2880) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4999,Dev Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Dev Guest House"" (id 3902) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4998,Hotel Clarion,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Clarion"" (id 3901) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4996,Jomsom Mountain Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Jomsom Mountain Resort"" (id 4232) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4994,Hotel Harmika,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Harmika"" (id 3732) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4993,Hotel Kaze Darbar,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Kaze Darbar"" (id 3731) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4986,Hotel Fewa,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Fewa"" (id 2879) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4984,Papaya House Apartment Hotel (AirBnB),"Consolidation round 2026-09-21: duplicates Hotel record ""Papaya House Apartment Hotel (AirBnB)"" (id 3729) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4981,Hotel Deepjoyti Pvt. Ltd,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Deepjoyti Pvt. Ltd"" (id 3728) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4977,Hotel Shangri-La,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Shangri-La"" (id 3727) ~4 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4975,Hotel Planet Bhaktapur,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Planet Bhaktapur"" (id 1668) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4970,Hotel Himalaya,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Himalaya"" (id 3899) ~6 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4923,Tiger Moutain Pokhara Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Tiger Moutain Pokhara Lodge"" (id 2877) ~3 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4922,Godavari Village Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Godavari Village Resort"" (id 3896) ~29 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4921,Khumbila Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Khumbila Hotel"" (id 3725) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4919,Hotel Tulsi,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Tulsi"" (id 2876) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4918,Hotel Barahi,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Barahi"" (id 2875) ~7 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4917,Hotel Tilicho,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Tilicho"" (id 2874) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4915,Fish Tail Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Fish Tail Lodge"" (id 2872) ~5 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4914,Dwarika's Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Dwarika's Hotel"" (id 3724) ~7 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4913,Central Palms Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Central Palms Hotel"" (id 1814) ~9 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4912,Royal Singi Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Royal Singi Hotel"" (id 3723) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4902,Hotel Greenwich,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Greenwich"" (id 3895) ~3 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4901,Summit Hotel Kathmandu,"Consolidation round 2026-09-21: duplicates Hotel record ""Summit Hotel Kathmandu"" (id 3894) ~7 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4897,Hotel Smart,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Smart"" (id 3720) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4873,Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Homestay"" (id 4994) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4872,Kaligandaki Riverside Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Kaligandaki Riverside Resort"" (id 4993) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4867,Rukumeli Hotel and Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Rukumeli Hotel and Lodge"" (id 2870) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4864,Greenland guest house and restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Greenland guest house and restaurant"" (id 2868) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4860,New Lali Gurans guest house and restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""New Lali Gurans guest house and restaurant"" (id 2867) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4820,Excellent View Hotel & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Excellent View Hotel & Restaurant"" (id 2866) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4818,Ekelebhatti Long Bridge Guesthouse & Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Ekelebhatti Long Bridge Guesthouse & Restaurant"" (id 1911) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4814,Tsum Valey Pangpoche Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Tsum Valey Pangpoche Guest House"" (id 1910) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4807,Temba's Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Temba's Homestay"" (id 3715) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4804,Tashi Yangchen Hotel & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Tashi Yangchen Hotel & Lodge"" (id 1909) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4803,Samsgaun Hotel & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Samsgaun Hotel & Lodge"" (id 1908) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4802,Joyful Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Joyful Hotel"" (id 1907) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4801,Boddhisattva Hotel & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Boddhisattva Hotel & Lodge"" (id 1906) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4800,Hotel Base Camp,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Base Camp"" (id 1905) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4799,Peace Heaven Hotel & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Peace Heaven Hotel & Lodge"" (id 1904) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4788,Tashi Delek Hotel & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Tashi Delek Hotel & Lodge"" (id 1903) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4787,Bur Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Bur Guest House"" (id 1902) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4786,Akley Bhatti Hotel & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Akley Bhatti Hotel & Lodge"" (id 1901) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4785,Namgyal Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Namgyal Guest House"" (id 1900) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4784,Manju Baha Hotel School,"Consolidation round 2026-09-21: duplicates Hotel record ""Manju Baha Hotel School"" (id 1667) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4779,Drakon Nest Homestay,"Consolidation round 2026-09-21: duplicates Hotel record ""Drakon Nest Homestay"" (id 3712) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4773,Bodhi Guest House and Spa,"Consolidation round 2026-09-21: duplicates Hotel record ""Bodhi Guest House and Spa"" (id 3710) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4768,Hotel trekkers Sanctuary Ghandruk,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel trekkers Sanctuary Ghandruk"" (id 2864) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4767,Laliguras hotel & restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Laliguras hotel & restaurant"" (id 4105) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4758,Waterfall view,"Consolidation round 2026-09-21: duplicate of destination ""Waterfall view"" (id 1858) ~21 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4752,Hotel Juju,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Juju"" (id 2863) ~85 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4751,Hotel Juju,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Juju"" (id 2863) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
4749,Hotel Siraichuli,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Siraichuli"" (id 1813) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
