hotel_name,destination,address,latitude,longitude,phone,rating,price_per_night,currency,booking_status,booking_url,data_quality_score,price_category
Hotel City Park Pokhara,Pokhara,Lakeside Pokhara Nepal,28.2109,83.9577,+97761465600,4.0,55,USD,Available,https://www.cityparkpokhara.com,100.0,Budget
Chitwan Paradise Hotel,Chitwan,Sauraha Nepal,27.5808,84.4955,+97756580900,4.1,70,USD,Available,https://www.chitwanparadise.com,100.0,Budget
Jungle Safari Lodge,Chitwan,Sauraha Nepal,27.581,84.495,+97756580888,4.1,70,USD,Available,https://www.junglesafariresort.com,100.0,Budget
Kasara Chitwan Resort,Chitwan,Patihani Nepal,27.566,84.42,+97756590999,4.7,200,USD,Available,https://www.kasararesort.com,100.0,Luxury
Island Jungle Resort Chitwan,Chitwan,Sauraha Nepal,27.58,84.49,+97756580200,4.5,140,USD,Available,https://www.islandjungleresort.com,100.0,Mid Range
Green Park Chitwan,Chitwan,Sauraha Nepal,27.5805,84.4935,+97756580555,4.6,110,USD,Available,https://www.greenparkchitwan.com,100.0,Mid Range
Lumbini Buddha Garden,Lumbini,Lumbini Nepal,27.4702,83.2765,+97771580333,4.4,75,USD,Available,https://www.lumbinibuddhagarden.com,100.0,Budget
Buddha Maya Garden,Lumbini,Lumbini Nepal,27.47,83.275,+97771580111,4.3,90,USD,Available,https://www.buddhamaya.com,100.0,Mid Range
Hotel Yak & Yeti Mustang,Mustang,Jomsom Nepal,28.78,83.73,+97769440500,4.2,100,USD,Available,https://www.yakandyeti.com,100.0,Mid Range
Muktinath Hotel,Mustang,Muktinath Nepal,28.8205,83.8705,+97769440800,4.0,70,USD,Available,https://www.muktinathhotel.com,100.0,Budget
Panauti Boutique Hotel,Panauti,Panauti Kavre Nepal,27.5835,85.513,+97711440600,4.1,70,USD,Available,https://www.panautiboutique.com,100.0,Budget
Panauti Community Homestay,Panauti,Panauti Nepal,27.584,85.512,+97711440500,4.4,60,USD,Available,https://www.panautihomestay.com,100.0,Budget
Namo Buddha View Resort,Panauti,Namo Buddha Nepal,27.5685,85.6205,+97711401300,4.5,130,USD,Available,https://www.namobuddhaview.com,100.0,Mid Range
Borderlands Eco Adventure Resort,Bhotekoshi,Sindhupalchok Nepal,27.9505,85.96,+97714433999,4.4,120,USD,Available,https://www.borderland-resorts.com,100.0,Mid Range
Hotel Peaceful Cottage,Bandipur,Bandipur Nepal,27.936,84.406,+97765560400,4.4,85,USD,Available,https://www.peacefulcottagebandipur.com,100.0,Mid Range
Hotel Himalayan Gateway,Kathmandu,Thamel Kathmandu Nepal,27.716,85.312,+97714700600,4.2,70,USD,Available,https://www.himalayangateway.com,100.0,Budget
Thamel Grand Hotel,Kathmandu,Thamel Kathmandu Nepal,27.7155,85.3125,+97714700700,4.1,65,USD,Available,https://www.thamelgrandhotel.com,100.0,Budget
Kathmandu Suite Home,Kathmandu,Thamel Kathmandu Nepal,27.7145,85.313,+97714700800,4.3,75,USD,Available,https://www.kathmandusuitehome.com,100.0,Budget
Hotel Nana,Kathmandu,Thamel Kathmandu Nepal,27.715,85.3118,+97714700900,4.0,50,USD,Available,https://www.hotelnana.com,100.0,Budget
Thamel Eco Resort,Kathmandu,Thamel Kathmandu Nepal,27.7162,85.3122,+97714701000,4.2,60,USD,Available,https://www.thamelecoresort.com,100.0,Budget
Kathmandu Boutique Inn,Kathmandu,Thamel Kathmandu Nepal,27.717,85.313,+97714701100,4.3,80,USD,Available,https://www.kathmanduboutiqueinn.com,100.0,Mid Range
Hotel Green Horizon,Kathmandu,Thamel Kathmandu Nepal,27.7165,85.3115,+97714701200,4.1,55,USD,Available,https://www.greenhorizonhotel.com,100.0,Budget
Himalayan Suite Hotel,Kathmandu,Lazimpat Nepal,27.7195,85.317,+97714415000,4.3,95,USD,Available,https://www.himalayansuitehotel.com,100.0,Mid Range
Royal Empire Hotel,Kathmandu,Baneshwor Kathmandu Nepal,27.69,85.332,+97714785000,4.2,85,USD,Available,https://www.royalempirehotel.com,100.0,Mid Range
Capital View Hotel,Kathmandu,Sundhara Kathmandu Nepal,27.703,85.315,+97714245000,4.0,60,USD,Available,https://www.capitalviewhotel.com,100.0,Budget
Pashupati View Hotel,Kathmandu,Gaushala Kathmandu Nepal,27.7075,85.3485,+97714495000,4.1,65,USD,Available,https://www.pashupativiewhotel.com,100.0,Budget
Boudha Stupa Hotel,Kathmandu,Boudha Kathmandu Nepal,27.721,85.362,+97714485000,4.2,70,USD,Available,https://www.boudhastupahotel.com,100.0,Budget
Heritage Kathmandu Inn,Kathmandu,Bhaktapur Durbar Area Nepal,27.672,85.429,+97716615000,4.3,75,USD,Available,https://www.heritagekathmanduinn.com,100.0,Budget
Bhaktapur Heritage Hotel,Bhaktapur,Bhaktapur Nepal,27.672,85.43,+97716616000,4.4,90,USD,Available,https://www.bhaktapurheritagehotel.com,100.0,Mid Range
Golden Gate Guest House,Bhaktapur,Bhaktapur Nepal,27.6718,85.4298,+97716617000,4.2,60,USD,Available,https://www.goldengateguesthouse.com,100.0,Budget
Nyatapola Guest House,Bhaktapur,Bhaktapur Nepal,27.6722,85.4305,+97716618000,4.4,65,USD,Available,https://www.nyatapolaguesthouse.com,100.0,Budget
Bhaktapur Inn,Bhaktapur,Bhaktapur Nepal,27.6715,85.4295,+97716619000,4.1,55,USD,Available,https://www.bhaktapurinn.com,100.0,Budget
Heritage Home Patan,Lalitpur,Patan Nepal,27.6725,85.3255,+97715535000,4.4,80,USD,Available,https://www.heritagehomehotel.com,100.0,Mid Range
Patan Courtyard Hotel,Lalitpur,Patan Nepal,27.673,85.326,+97715536000,4.3,75,USD,Available,https://www.patancourtyard.com,100.0,Budget
Newa Chen Hotel,Lalitpur,Patan Nepal,27.674,85.3265,+97715537000,4.5,85,USD,Available,https://www.newachen.com,100.0,Mid Range
Hiranya Guest House,Lalitpur,Patan Nepal,27.6728,85.3258,+97715538000,4.2,65,USD,Available,https://www.hiranyaguesthouse.com,100.0,Budget
Kirtipur Hills Resort,Kirtipur,Kirtipur Kathmandu Nepal,27.678,85.277,+97714335000,4.3,90,USD,Available,https://www.kirtipurhills.com,100.0,Mid Range
Chandragiri Resort,Kathmandu,Chandragiri Nepal,27.69,85.2,+97714315000,4.5,130,USD,Available,https://www.chandragiriresort.com,100.0,Mid Range
Himalayan Heights Resort,Kathmandu,Chandragiri Nepal,27.691,85.201,+97714316000,4.2,100,USD,Available,https://www.himalayanheights.com,100.0,Mid Range
Godavari Forest Resort,Lalitpur,Godavari Nepal,27.5905,85.3905,+97715561000,4.2,100,USD,Available,https://www.godavariforestresort.com,100.0,Mid Range
Nagarkot Peace Resort,Nagarkot,Nagarkot Nepal,27.717,85.52,+97716682000,4.2,85,USD,Available,https://www.nagarkotpeace.com,100.0,Mid Range
Sunshine Hotel Nagarkot,Nagarkot,Nagarkot Nepal,27.716,85.521,+97716682100,4.1,65,USD,Available,https://www.sunshinenagarkot.com,100.0,Budget
Nagarkot Valley View,Nagarkot,Nagarkot Nepal,27.718,85.522,+97716682200,4.3,90,USD,Available,https://www.nagarkotvalleyview.com,100.0,Mid Range
Himalayan Nature Lodge,Nagarkot,Nagarkot Nepal,27.7168,85.5188,+97716682300,4.3,95,USD,Available,https://www.himalayannaturelodge.com,100.0,Mid Range
Dhulikhel View Lodge,Dhulikhel,Dhulikhel Nepal,27.624,85.542,+97711490300,4.2,70,USD,Available,https://www.dhulikhelviewlodge.com,100.0,Budget
Dhulikhel Heights Resort,Dhulikhel,Dhulikhel Nepal,27.6228,85.544,+97711490400,4.4,110,USD,Available,https://www.dhulikhelheights.com,100.0,Mid Range
Himalayan Sunrise Resort,Dhulikhel,Dhulikhel Nepal,27.623,85.5435,+97711490450,4.3,90,USD,Available,https://www.himalayansunrise.com,100.0,Mid Range
Panauti Heritage Inn,Panauti,Panauti Nepal,27.584,85.5125,+97711440800,4.3,70,USD,Available,https://www.panautiheritageinn.com,100.0,Budget
Panauti Riverside Resort,Panauti,Panauti Nepal,27.585,85.513,+97711440900,4.2,80,USD,Available,https://www.panautiriverside.com,100.0,Mid Range
Bandipur Panorama Inn,Bandipur,Bandipur Nepal,27.938,84.4075,+97765560900,4.3,85,USD,Available,https://www.bandipurpanorama.com,100.0,Mid Range
Bandipur Heritage Resort,Bandipur,Bandipur Nepal,27.9375,84.407,+97765561000,4.4,100,USD,Available,https://www.bandipurheritageresort.com,100.0,Mid Range
Bandipur Village Resort,Bandipur,Bandipur Tanahun Nepal,27.9368,84.4062,+97765561100,4.2,80,USD,Available,https://www.bandipurvillageresort.com,100.0,Mid Range
Bandipur Riverside Lodge,Bandipur,Bandipur Nepal,27.9358,84.4058,+97765561200,4.1,70,USD,Available,https://www.bandipurriverside.com,100.0,Budget
Hotel Mountain Ridge,Bandipur,Bandipur Nepal,27.9382,84.4078,+97765561300,4.3,90,USD,Available,https://www.mountainridgebandipur.com,100.0,Mid Range
Manakamana View Resort,Gorkha,Manakamana Nepal,27.948,84.59,+97765540500,4.3,100,USD,Available,https://www.manakamanaview.com,100.0,Mid Range
Manakamana Heritage Hotel,Gorkha,Manakamana Nepal,27.9475,84.5905,+97765540600,4.2,85,USD,Available,https://www.manakamanaheritage.com,100.0,Mid Range
Gorkha Palace Resort,Gorkha,Gorkha Nepal,28.0005,84.6335,+97764421000,4.4,110,USD,Available,https://www.gorkhapalaceresort.com,100.0,Mid Range
Gorkha Inn,Gorkha,Gorkha Nepal,28.0015,84.632,+97764421100,4.1,60,USD,Available,https://www.gorkhainn.com,100.0,Budget
Manaslu View Lodge,Gorkha,Soti Khola Nepal,28.65,84.65,+97764421200,4.3,95,USD,Available,https://www.manasluviewlodge.com,100.0,Mid Range
Manaslu Eco Lodge,Gorkha,Manaslu Region Nepal,28.655,84.655,+97764421300,4.2,90,USD,Available,https://www.manasluecolodge.com,100.0,Mid Range
Annapurna Circuit Lodge,Manang,Manang Nepal,28.666,84.016,+97766441000,4.2,75,USD,Available,https://www.annapurnacircuitlodge.com,100.0,Budget
Tilicho Lake Lodge,Manang,Manang Nepal,28.67,84.02,+97766441100,4.1,65,USD,Available,https://www.tilicholakelodge.com,100.0,Budget
Mountain View Manang,Manang,Manang Nepal,28.668,84.018,+97766441200,4.3,85,USD,Available,https://www.mountainviewmanang.com,100.0,Mid Range
Yak Hotel Manang,Manang,Manang Nepal,28.6675,84.017,+97766441300,4.2,70,USD,Available,https://www.yakhotelmanang.com,100.0,Budget
Thorong Peak View Lodge,Manang,Thorong La Nepal,28.79,84.14,+97766441400,4.0,60,USD,Available,https://www.thorongpeakview.com,100.0,Budget
Mustang Heritage Inn,Mustang,Jomsom Nepal,28.78,83.73,+97769441000,4.3,100,USD,Available,https://www.mustangheritageinn.com,100.0,Mid Range
Jomsom Plaza Hotel,Mustang,Jomsom Nepal,28.7805,83.7305,+97769441100,4.1,80,USD,Available,https://www.jomsomplaza.com,100.0,Mid Range
Muktinath View Lodge,Mustang,Muktinath Nepal,28.82,83.87,+97769441200,4.2,85,USD,Available,https://www.muktinathview.com,100.0,Mid Range
Kagbeni Riverside Lodge,Mustang,Kagbeni Nepal,28.835,83.782,+97769441300,4.4,95,USD,Available,https://www.kagbeniriverside.com,100.0,Mid Range
Marpha Apple Garden Lodge,Mustang,Marpha Nepal,28.75,83.69,+97769441400,4.3,90,USD,Available,https://www.marphaapplegarden.com,100.0,Mid Range
Hotel Annapurna View Mustang,Mustang,Mustang Nepal,28.7808,83.7312,+97769441500,4.2,110,USD,Available,https://www.annapurnaviewmustang.com,100.0,Mid Range
Everest Region Lodge,Solukhumbu,Lukla Nepal,27.687,86.728,+97738541000,4.3,120,USD,Available,https://www.everestregionlodge.com,100.0,Mid Range
Khumbu Valley Lodge,Solukhumbu,Namche Bazaar Nepal,27.805,86.71,+97738541100,4.4,150,USD,Available,https://www.khumbuvalleylodge.com,100.0,Luxury
Sherpa Heritage Lodge,Solukhumbu,Namche Bazaar Nepal,27.806,86.712,+97738541200,4.5,160,USD,Available,https://www.sherpaheritagelodge.com,100.0,Luxury
Everest View Guest House,Solukhumbu,Tengboche Nepal,27.836,86.764,+97738541300,4.2,90,USD,Available,https://www.everestviewguesthouse.com,100.0,Mid Range
Mountain Spirit Lodge,Solukhumbu,Everest Region Nepal,27.84,86.76,+97738541400,4.3,130,USD,Available,https://www.mountainspiritlodge.com,100.0,Mid Range
Sauraha Wildlife Lodge,Chitwan,Sauraha Nepal,27.581,84.495,+97756581100,4.3,85,USD,Available,https://www.saurahawildlife.com,100.0,Mid Range
Chitwan Nature Resort,Chitwan,Sauraha Nepal,27.5805,84.4938,+97756581200,4.4,95,USD,Available,https://www.chitwannatureresort.com,100.0,Mid Range
Jungle View Resort Chitwan,Chitwan,Sauraha Nepal,27.582,84.496,+97756581300,4.2,80,USD,Available,https://www.jungleviewchitwan.com,100.0,Mid Range
Elephant Safari Lodge,Chitwan,Chitwan Nepal,27.5815,84.4955,+97756581400,4.1,70,USD,Available,https://www.elephantsafarilodge.com,100.0,Budget
Lumbini Peace Resort,Lumbini,Lumbini Nepal,27.4695,83.276,+97771582000,4.2,65,USD,Available,https://www.lumbinipeaceresort.com,100.0,Budget
Buddha Heritage Hotel,Lumbini,Lumbini Nepal,27.4685,83.277,+97771582100,4.4,90,USD,Available,https://www.buddhaheritagehotel.com,100.0,Mid Range
Lumbini View Hotel,Lumbini,Lumbini Nepal,27.4708,83.2755,+97771582200,4.1,55,USD,Available,https://www.lumbiniviewhotel.com,100.0,Budget
Sacred Peace Lodge,Lumbini,Lumbini Nepal,27.4702,83.2745,+97771582300,4.2,60,USD,Available,https://www.sacredpeacelodge.com,100.0,Budget
Buddha Maya Resort,Lumbini,Lumbini Nepal,27.47,83.275,+97771580111,4.3,90,USD,Available,https://www.buddhamaya.com,100.0,Mid Range
Bhairahawa Garden Resort,Bhairahawa,Rupandehi Nepal,27.5105,83.455,+97771590300,4.1,70,USD,Available,https://www.bhairahawagarden.com,100.0,Budget
Hotel Siddhartha,Bhairahawa,Bhairahawa Nepal,27.5055,83.4555,+97771520500,4.3,90,USD,Available,https://www.hotelsiddhartha.com,100.0,Mid Range
Nansc Hotel,Bhairahawa,Bhairahawa Nepal,27.505,83.454,+97771590400,4.2,80,USD,Available,https://www.nanschotel.com,100.0,Mid Range
Galaxy Guest House,Bhairahawa,Bhairahawa Nepal,27.5045,83.4535,+97771590500,4.0,55,USD,Available,https://www.galaxyguesthouse.com,100.0,Budget
Lumbini Palace Resort,Bhairahawa,Rupandehi Nepal,27.52,83.4505,+97771590600,4.4,120,USD,Available,https://www.lumbinipalaceresort.com,100.0,Mid Range
Hotel Pawan International,Bhairahawa,Rupandehi Nepal,27.505,83.453,+97771520111,4.0,60,USD,Available,https://www.pawaninternational.com,100.0,Budget
Butwal Garden Resort,Butwal,Butwal Nepal,27.7,83.45,+97771540500,4.2,80,USD,Available,https://www.butwalgardenresort.com,100.0,Mid Range
Hotel Club De Novo,Butwal,Butwal Nepal,27.7005,83.4485,+97771540600,4.3,90,USD,Available,https://www.clubdenovo.com,100.0,Mid Range
Nana Hotel Butwal,Butwal,Butwal Nepal,27.7,83.449,+97771540700,4.1,65,USD,Available,https://www.nanahotelbutwal.com,100.0,Budget
Dream International Hotel,Butwal,Butwal Nepal,27.7008,83.4505,+97771540800,4.4,100,USD,Available,https://www.dreaminternationalhotel.com,100.0,Mid Range
Palpa Durbar Hotel,Tansen,Palpa Nepal,27.867,83.546,+97775520500,4.3,85,USD,Available,https://www.palpadurbarhotel.com,100.0,Mid Range
Srinagar Hotel,Tansen,Palpa Nepal,27.8675,83.5465,+97775520600,4.5,120,USD,Available,https://www.srinagarhotel.com,100.0,Mid Range
Hotel White Lake,Tansen,Palpa Nepal,27.868,83.547,+97775520700,4.2,75,USD,Available,https://www.whitelaketansen.com,100.0,Budget
Tansen View Resort,Tansen,Palpa Nepal,27.8665,83.5455,+97775520800,4.4,95,USD,Available,https://www.tansenview.com,100.0,Mid Range
Palpa Heritage Inn,Tansen,Palpa Nepal,27.8672,83.5462,+97775520900,4.3,80,USD,Available,https://www.palpaheritageinn.com,100.0,Mid Range
Janakpur Guest House,Janakpur,Janakpur Nepal,26.728,85.925,+97741520500,4.0,55,USD,Available,https://www.janakpurguesthouse.com,100.0,Budget
Hotel Welcome Janakpur,Janakpur,Janakpur Nepal,26.7285,85.926,+97741520600,4.2,75,USD,Available,https://www.hotelwelcomejanakpur.com,100.0,Budget
Sita Palace Hotel,Janakpur,Janakpur Nepal,26.7275,85.9245,+97741520700,4.1,70,USD,Available,https://www.sitapalacehotel.com,100.0,Budget
Mithila Yatri Niwas,Janakpur,Janakpur Nepal,26.728,85.9255,+97741520800,4.3,85,USD,Available,https://www.mithilayatri.com,100.0,Mid Range
Hotel Rama Inn,Janakpur,Janakpur Nepal,26.727,85.9235,+97741520900,4.0,60,USD,Available,https://www.ramainn.com,100.0,Budget
Ilam Green Resort,Ilam,Ilam Nepal,26.91,87.93,+97727520500,4.5,100,USD,Available,https://www.ilamgreenresort.com,100.0,Mid Range
Ilam Tea Garden Hotel,Ilam,Ilam Nepal,26.912,87.931,+97727520600,4.4,90,USD,Available,https://www.ilamteagarden.com,100.0,Mid Range
Kanyam View Resort,Ilam,Kanyam Nepal,26.88,87.92,+97727520700,4.6,120,USD,Available,https://www.kanyamviewresort.com,100.0,Mid Range
Ilam Hill Lodge,Ilam,Ilam Nepal,26.9105,87.9295,+97727520800,4.2,75,USD,Available,https://www.ilamhilllodge.com,100.0,Budget
Mai Valley Resort,Ilam,Ilam Nepal,26.915,87.935,+97727520900,4.3,95,USD,Available,https://www.maivalleyresort.com,100.0,Mid Range
Dharan Boutique Hotel,Dharan,Dharan Nepal,26.81,87.28,+97725520500,4.2,75,USD,Available,https://www.dharanboutiquehotel.com,100.0,Budget
Hotel Imperial Dharan,Dharan,Dharan Nepal,26.811,87.281,+97725520600,4.3,85,USD,Available,https://www.imperialdharan.com,100.0,Mid Range
Dharan View Resort,Dharan,Dharan Nepal,26.812,87.282,+97725520700,4.1,70,USD,Available,https://www.dharanviewresort.com,100.0,Budget
Hotel Gajur Palace,Dharan,Dharan Nepal,26.8105,87.2805,+97725520800,4.2,80,USD,Available,https://www.gajurpalace.com,100.0,Mid Range
Eastern Star Hotel,Dharan,Dharan Nepal,26.8095,87.2795,+97725520900,4.0,60,USD,Available,https://www.easternstarhotel.com,100.0,Budget
Hotel Makalu,Koshi Region,Biratnagar Nepal,26.4525,87.2718,+97721520500,4.1,65,USD,Available,https://www.hotelmakalu.com,100.0,Budget
Ratna Hotel,Biratnagar,Biratnagar Nepal,26.452,87.27,+97721520600,4.2,75,USD,Available,https://www.ratnahotel.com,100.0,Budget
Hotel Harrison Palace,Biratnagar,Biratnagar Nepal,26.453,87.272,+97721520700,4.3,90,USD,Available,https://www.harrisonpalace.com,100.0,Mid Range
Big Hotel Biratnagar,Biratnagar,Biratnagar Nepal,26.4515,87.271,+97721520800,4.0,60,USD,Available,https://www.bighotelbiratnagar.com,100.0,Budget
Royal Orchid Hotel,Biratnagar,Biratnagar Nepal,26.4522,87.2705,+97721520900,4.1,70,USD,Available,https://www.royalorchidhotel.com,100.0,Budget
Hotel Narayani,Narayangarh,Narayangarh Nepal,27.7,84.43,+97756520500,4.1,65,USD,Available,https://www.hotelnarayani.com,100.0,Budget
Central Palm Hotel,Narayangarh,Chitwan Nepal,27.68,84.43,+97756520600,4.4,100,USD,Available,https://www.centralpalmhotel.com,100.0,Mid Range
Hotel Royal Century,Narayangarh,Chitwan Nepal,27.7005,84.431,+97756520700,4.3,90,USD,Available,https://www.royalcentury.com,100.0,Mid Range
Barahi Jungle Lodge,Chitwan,Meghauli Nepal,27.58,84.25,+97756590200,4.7,220,USD,Available,https://www.barahijunglelodge.com,100.0,Luxury
Kasara Jungle Resort,Chitwan,Patihani Nepal,27.566,84.42,+97756590999,4.7,200,USD,Available,https://www.kasararesort.com,100.0,Luxury
Green Park Chitwan Resort,Chitwan,Sauraha Nepal,27.5805,84.4935,+97756580555,4.6,110,USD,Available,https://www.greenparkchitwan.com,100.0,Mid Range
Jungle World Resort,Chitwan,Sauraha Nepal,27.581,84.4945,+97756581500,4.3,90,USD,Available,https://www.jungleworldresort.com,100.0,Mid Range
Rhino Lodge Chitwan,Chitwan,Sauraha Nepal,27.5805,84.4925,+97756581800,4.1,70,USD,Available,https://www.rhinolodgechitwan.com,100.0,Budget
Machan Country Villa,Chitwan,Chitwan National Park Nepal,27.56,84.3,+97756590300,4.5,180,USD,Available,https://www.machancountryvilla.com,100.0,Luxury
Tigerland Safari Resort,Chitwan,Chitwan Nepal,27.575,84.28,+97756590400,4.4,150,USD,Available,https://www.tigerlandsafari.com,100.0,Luxury
Sauraha Resort Inn,Chitwan,Sauraha Nepal,27.5815,84.4955,+97756581900,4.0,60,USD,Available,https://www.sauraharesortinn.com,100.0,Budget
Rhino Residence Chitwan,Chitwan,Sauraha Nepal,27.5825,84.4965,+97756582100,4.1,65,USD,Available,https://www.rhinoresidence.com,100.0,Budget
Pokhara Boutique Hotel,Pokhara,Lakeside Pokhara Nepal,28.211,83.958,+97761467000,4.4,95,USD,Available,https://www.pokharaboutiquehotel.com,100.0,Mid Range
Lake View Resort Pokhara,Pokhara,Lakeside Pokhara Nepal,28.2105,83.9575,+97761467100,4.3,90,USD,Available,https://www.lakeviewpokhara.com,100.0,Mid Range
Mountain Glory Forest Resort,Pokhara,Pokhara Nepal,28.22,83.95,+97761467200,4.5,130,USD,Available,https://www.mountaingloryresort.com,100.0,Mid Range
Hotel Pokhara View,Pokhara,Lakeside Pokhara Nepal,28.2125,83.9585,+97761467300,4.1,65,USD,Available,https://www.hotelpokharaview.com,100.0,Budget
Trekkers Inn Pokhara,Pokhara,Lakeside Pokhara Nepal,28.2115,83.957,+97761467400,4.2,70,USD,Available,https://www.trekkersinnpokhara.com,100.0,Budget
Hotel Lakefront Pokhara,Pokhara,Lakeside Pokhara Nepal,28.212,83.9565,+97761467500,4.3,85,USD,Available,https://www.lakefrontpokhara.com,100.0,Mid Range
Annapurna Eco Resort,Pokhara,Pokhara Nepal,28.18,83.95,+97761467600,4.4,100,USD,Available,https://www.annapurnaecoresort.com,100.0,Mid Range
Pokhara Adventure Resort,Pokhara,Pokhara Nepal,28.215,83.955,+97761467700,4.2,80,USD,Available,https://www.pokharaadventure.com,100.0,Mid Range
Hotel Fewa Camp,Pokhara,Fewa Lake Nepal,28.21,83.956,+97761467800,4.1,60,USD,Available,https://www.fewacamp.com,100.0,Budget
Himalayan Lake Resort,Pokhara,Fewa Lake Nepal,28.212,83.959,+97761467900,4.3,90,USD,Available,https://www.himalayanlakeresort.com,100.0,Mid Range
Kathmandu Garden House,Kathmandu,Thamel Nepal,27.715,85.312,+97714702000,4.2,70,USD,Available,https://www.kathmandugardenhouse.com,100.0,Budget
Thamel View Hotel,Kathmandu,Thamel Nepal,27.716,85.313,+97714702100,4.1,60,USD,Available,https://www.thamelviewhotel.com,100.0,Budget
Kathmandu Guest House Annex,Kathmandu,Thamel Nepal,27.7148,85.3125,+97714702200,4.3,90,USD,Available,https://www.kathmanduguesthouse.com,100.0,Mid Range
Hotel Mandala,Kathmandu,Thamel Nepal,27.7152,85.3118,+97714702300,4.0,55,USD,Available,https://www.hotelmandala.com,100.0,Budget
Himalayan Retreat Kathmandu,Kathmandu,Lazimpat Nepal,27.719,85.317,+97714416000,4.4,120,USD,Available,https://www.himalayanretreat.com,100.0,Mid Range
Royal Kathmandu Hotel,Kathmandu,Durbarmarg Nepal,27.711,85.318,+97714226000,4.3,100,USD,Available,https://www.royalkathmandu.com,100.0,Mid Range
Valley View Hotel,Kathmandu,Kirtipur Nepal,27.6785,85.2765,+97714336000,4.2,75,USD,Available,https://www.valleyviewhotel.com,100.0,Budget
Kathmandu Palace Inn,Kathmandu,Balaju Nepal,27.735,85.305,+97714386000,4.1,65,USD,Available,https://www.kathmandupalaceinn.com,100.0,Budget
Heritage Valley Resort,Kathmandu,Godavari Nepal,27.59,85.39,+97715562000,4.3,100,USD,Available,https://www.heritagevalleyresort.com,100.0,Mid Range
Himalayan Panorama Resort,Nagarkot,Nagarkot Nepal,27.7175,85.5205,+97716683000,4.5,130,USD,Available,https://www.himalayanpanorama.com,100.0,Mid Range
Sunrise Mountain Resort,Nagarkot,Nagarkot Nepal,27.717,85.5185,+97716683200,4.2,85,USD,Available,https://www.sunrisemountainresort.com,100.0,Mid Range
Dhulikhel Panorama Resort,Dhulikhel,Dhulikhel Nepal,27.623,85.544,+97711491100,4.4,110,USD,Available,https://www.dhulikhelpanorama.com,100.0,Mid Range
Himalayan Retreat Dhulikhel,Dhulikhel,Dhulikhel Nepal,27.6245,85.542,+97711491200,4.3,95,USD,Available,https://www.himalayanretreatdhulikhel.com,100.0,Mid Range
Dhulikhel Heritage Inn,Dhulikhel,Dhulikhel Nepal,27.6225,85.5435,+97711491300,4.2,80,USD,Available,https://www.dhulikhelheritage.com,100.0,Mid Range
Bandipur Heritage Lodge,Bandipur,Bandipur Nepal,27.937,84.4065,+97765561500,4.5,120,USD,Available,https://www.bandipurheritagelodge.com,100.0,Mid Range
Bandipur Mountain View Hotel,Bandipur,Bandipur Nepal,27.938,84.407,+97765561600,4.3,90,USD,Available,https://www.bandipurmountainview.com,100.0,Mid Range
Bandipur Old Town Inn,Bandipur,Bandipur Nepal,27.9365,84.406,+97765561700,4.4,100,USD,Available,https://www.bandipuroldtown.com,100.0,Mid Range
Manakamana View Hotel,Gorkha,Manakamana Nepal,27.947,84.59,+97765541000,4.2,85,USD,Available,https://www.manakamanaviewhotel.com,100.0,Mid Range
Gorkha Heritage Resort,Gorkha,Gorkha Nepal,28.001,84.634,+97764421500,4.3,100,USD,Available,https://www.gorkhaheritage.com,100.0,Mid Range
Gorkha Palace View Hotel,Gorkha,Gorkha Nepal,28.0015,84.6345,+97764421600,4.3,95,USD,Available,https://www.gorkhapalaceview.com,100.0,Mid Range
Manaslu Heritage Lodge,Gorkha,Manaslu Region Nepal,28.6505,84.6505,+97764421700,4.4,110,USD,Available,https://www.manasluheritage.com,100.0,Mid Range
Barpak Mountain Lodge,Gorkha,Barpak Nepal,28.2005,84.7505,+97764431000,4.5,100,USD,Available,https://www.barpakmountainlodge.com,100.0,Mid Range
Annapurna Village Lodge,Lamjung,Lamjung Nepal,28.2355,84.376,+97766521000,4.2,70,USD,Available,https://www.annapurnavillagelodge.com,100.0,Budget
Lamjung Heritage Resort,Lamjung,Lamjung Nepal,28.2405,84.381,+97766521100,4.3,85,USD,Available,https://www.lamjungheritage.com,100.0,Mid Range
Besisahar Mountain View,Lamjung,Besisahar Nepal,28.2325,84.3725,+97766521200,4.1,65,USD,Available,https://www.besisaharmountainview.com,100.0,Budget
Manang Valley Resort,Manang,Manang Nepal,28.667,84.018,+97766442000,4.4,120,USD,Available,https://www.manangvalleyresort.com,100.0,Mid Range
Himalayan View Manang,Manang,Manang Nepal,28.668,84.019,+97766442100,4.2,90,USD,Available,https://www.himalayanviewmanang.com,100.0,Mid Range
Yak Palace Lodge,Manang,Manang Nepal,28.6675,84.0175,+97766442200,4.1,75,USD,Available,https://www.yakpalacelodge.com,100.0,Budget
Annapurna Trekker Lodge,Manang,Annapurna Region Nepal,28.67,84.02,+97766442300,4.3,95,USD,Available,https://www.annapurnatrekker.com,100.0,Mid Range
Mustang Valley Resort,Mustang,Jomsom Nepal,28.78,83.7305,+97769442000,4.3,110,USD,Available,https://www.mustangvalleyresort.com,100.0,Mid Range
Kali Gandaki Lodge,Mustang,Kagbeni Nepal,28.835,83.7825,+97769442100,4.4,100,USD,Available,https://www.kaligandaki.com,100.0,Mid Range
